Name,Price
President's Choice Loads Of Chocolatey Caramel Treats Light Ice Cream,$7.49
"Breyers Ice Cream, Shakesicle Dairy Frozen Dessert Strawberry Made In Canada",$7.49
Nestlé Drumstick Vanilla,$5.49
Chapmans Double Decker Sandwich,$8.99
Breyers Chocolate Ice Cream made with fresh cream and rich cocoa,$5.99
President's Choice Cream First Vanilla Almond Ice Cream Bars,$6.49
President's Choice Lemon Skyr Icelandic-Style Lactose Free Frozen Bars,$6.99
President's Choice The Decadent Double Chocolate Cream Pie,$12.99
Haagen Dazs Exträaz Strawberry Cheesecake Ice Cream,$6.49
Ben & Jerry's Ice Cream Oh Cone-ada! Non-GMO,$4.99
President's Choice Chocolate Cupcake Filled with Chocolate Ice Cream,$6.99
Chapmans Coffee Chip Ice Cream,$6.99
Chapmans No Sugar Added Lactose Free Ice Cream Salty Caramel & Peanuts,$8.49
Magnum Frozen Dessert Bar Non-Dairy Sea Salt Caramel Certified Vegan,$4.99
Ben & Jerry's Chocolate Chip Cookie Dough Ice Cream,$4.99
So Delicious Frozen Salted Caramel,$9.49
"So Delicious Dairy Free Coconut-Based Frozen Dessert, Cookie Dough",$9.49
Haagen Dazs Extraaz Ice Cream Cookie Dough Dynamo,$6.49
President's Choice Loads Of Chocolatey Chip Cookie Dough Light Ice Cream,$7.49
Chapmans Yogurt Vanilla with Caramel and Chocolate Chunks,$8.49
President's Choice Mini Key Lime Pies,$4.99
President's Choice Double Decker New York-Style Cheesecake,$10.99
President's Choice Cream First Vanilla Ice Cream,$7.49
Haagen Dazs Vanilla Swiss Almond,$6.49
President's Choice Vanilla Frozen Yogurt,$6.99
Haagen Dazs Plant-Based Vanilla Raspberry Truffle Frozen Dessert,$6.49
Chapmans Yogurt Maple Walnut,$8.49
Haagen Dazs Salted Caramel Ice Cream,$6.49
President's Choice Raspberry Hibiscus Flavoured Ice Pops,$6.99
Nestlé Drumstick Simply Dipped Cones,$5.49
President's Choice Chocolate Frozen Yogurt,$6.99
PC Blue Menu Field Berry Yogurt Smoothie Bars,$6.99
PC Black Label Salted Caramel Ice Cream,$5.99
President's Choice Rocky Road Ice Cream,$4.99
Chapmans Super Premium Plus Ice Cream Vanilla Trilogy,$6.99
Chapmans Saucy Spots - Caramel Sandwich,$8.99
Beyond Meat Plant Based Burgers,$20.99
Beyond Meat Plant-Based Breaded Tenders Original,$6.99
"President's Choice Plant Based Black Bean, Corn and Sweet Potato Veggie Burgers",$8.99
Impossible Foods Inc. Chicken Nuggets Made From Plants,$10.49
President's Choice Plant Based Fishless Bites,$7.99
"Janes Pub Style Chicken Strips, Fully Cooked",$14.49
"Janes Pub Style Chicken Nugget, Fully Cooked",$14.49
"Janes Pub Style Chicken Burger, Fully Cooked",$14.49
Seaquest Pacific White Shrimp Raw 16-20/LB,$8.99
President's Choice Zipperback Pacific White Shrimp Raw,$11.99
"President's Choice Pacific White Shrimp Raw Peeled, Large",$7.99
President's Choice Pacific White Shrimp Cooked Peeled,$7.99
"President's Choice Pub Recipe Chicken Strips, Fully Cooked",$6.99
No Name Breaded Chicken Cutlettes Chicken Strips,$7.49
"Raw Wild Shrimp, Easy Peel",$10.99
President's Choice Gluten Free Chicken Strips,$6.99
"No Name Fully Cooked, Breaded Chicken Nuggets Cutlettes",$7.49
"President's Choice Pub Recipe Chicken Nuggets, Fully Cooked",$6.99
President's Choice Thick & Juicy™ Prime Rib Beef Burger,$16.99
"Janes Pub Style Chicken Fries, Fully Cooked",$14.49
Janes Turkey Strips,$14.49
President's Choice Smoked Wild Sockeye Salmon,$12.49
"High Liner Fish Sticks, Family Pack",$10.99
President's Choice Swedish Beef Meatballs,$17.99
"President's Choice Thick & Crispy Breaded Chicken Burgers, Fully Cooked",$6.99
"No Name Stuffed Breaded Chicken Breasts, Ham & Cheese",$5.49
"No Name Fully Cooked, Breaded Chicken Burgers",$7.49
President's Choice Gluten Free Chicken Nuggets,$6.99
President's Choice Thick & Juicy™ Sirloin Beef Burgers,$16.99
High Liner English Style Battered Fillets,$10.99
"President's Choice Meatballs, Italian Style",$17.99
President's Choice Breaded Haddock Fillets,$13.99
Atlantic Salmon Portions,$8.70
Marcangelo Lamb Spiedini,$24.99
Sardo Marinated Seafood Salad,$18.99
"BlueWater Seafoods Beer Battered 100% Whole Shrimp, Battered Tail-On Shrimp, Frozen",$7.99
"BlueWater Seafoods Butterfly Shrimp 100% Whole Shrimp, Breaded with Crunchy Panko Breadcrumbs, Frozen",$7.99
Fresh Whole Whiting,$12.00
Green Ocean Go Wild Shrimp Ring Wild Argentinian,$16.49
40 Fathoms Breaded Cod Fillets,$16.99
"BlueWater Seafoods Garlic & Italian Herb Artisan Fish 100% Whole Fillets, Wild Caught Fish, Frozen, 6 Count",$6.49
Marcangelo Homestyle Burgers Flame Grilled Value Pack,$10.99
"High Liner Pan Sear Selects Cod, Savoury Herb",$13.99
"Cooked Shrimp, Shell Off",$17.19
"Toppits Tempura Shrimp, Oven Ready",$12.49
Butcher's Selection Honey Garlic Pork Tenderloin,$12.99
Seabream (Orata),$35.99
Dry Stockfish,$64.75
President's Choice Wild Atlantic Cold Water Shrimp Cooked Peeled,$11.99
President's Choice Raw Butterflied Shrimp Garlic & Herb Grilling 12 Pieces Minimum,$13.99
President's Choice Breaded Butterflied Shrimp,$14.49
President's Choice Zipperback Colossal Raw Freshwater Shrimp,$21.49
Schneider Salt & Cracked Pepper Chicken Wings,$12.99
Seaquest Salad Shrimp,$12.99
Lous BBQ Pork Back Rib,$15.99
PC Organics Organic Smoked Atlantic Salmon,$9.99
President's Choice Nashville-Style Chicken Wings,$16.99
President's Choice Butter Infused Young Turkey - Frozen - 7-9kg,$65.00
Butterball Frozen Stuffed Turkey 5-7 Kg,$55.00
"BlueWater Seafoods Battered Fish Portions 100% Real Fish, Frozen, 12 Count",$7.99
Cod Fillets,$33.05
Marina Del Rey Wild Caught Argentinian Shrimp,$9.29
Waterview Market Atlantic Salmon,$16.99
Dynasty Meats Lamb Skewers,$19.99
"Ocean Jewel Cooked White Shrimp, 31-40 Count",$8.99
"BlueWater Seafoods Tempura Haddock Fish Fillets, Wild Caught Haddock, Frozen, 6 Count",$7.99
"Butterball Turkey, 9-11KG Frozen",$82.00
Salmon & Halibut Roast,$35.95
"Salmon Sausage, Cajun",$13.42
President's Choice Free From Greek Australian Lamb Sirloin Roast,$19.10
President's Choice Thick & Juicy™ Chicken Burgers,$16.99
Toppits Calamari Rings Uncooked,$10.99
President's Choice Creamy Dill Chicken Breast Bites,$14.99
Sea Crave Wild Pacific Cod,$15.99
President's Choice Tempura Torpedo Shrimp With Sweet Soy Dipping Sauce,$14.99
Janes BBQ Chickens Bites,$20.99
President's Choice Thick & Juicy™ Beef Burgers,$16.99
President's Choice Chicken Suisse 4 Pieces,$19.99
President's Choice Gochujang Sweet & Spicy Chicken Wings,$16.99
Janes Pub Style Turkey Nuggets,$14.49
President's Choice Dry-Rubbed Sea Salt & Black Pepper Pork Back Ribs,$16.99
President's Choice Chicken Kiev 4 Pieces,$19.99
"President's Choice Too Good To Be Wings, Honey Garlic",$15.99
President's Choice Gochujang Sweet & Spicy Chicken Bites,$15.99
President's Choice Butter Infused Young Turkey - 3-5 kg,$38.00
"President's Choice Butter Infused Young Turkey, Frozen  9-11kg",$80.00
President's Choice Butter Infused Young Turkey - Frozen - 5-7 kg,$49.00
"Pinty's Young Turkey Heritage Recipe Seasoned With Natural Flavours, 3-5 KG Frozen",$30.76
"European Sea Bream, Whole",$12.31
Frozen Grade A Turkey 7-9 Kg,$70.40
Wild Pink Shrimp Raw 16-20 Eazy Peel,$29.99
Frozen Organic Whole Turkey,$95.55
Salads of the Sea Smoky Bacon Crab Flavoured Dip,$5.29
Frozen Grade A Turkey 3-5 Kg,$35.20
"Ocean Jewel Raw White Shrimp, 31-40 Count",$8.99
"High Liner Pan Sear Selects Sole, Lemon Pepper",$13.99
"BlueWater Seafoods Beer Battered Fish, Wild Caught Pollock, Frozen, 8 Count",$7.99
President's Choice Pacific White Shrimp Cooked Peeled Responsibly Farmed Jumbo,$19.99
Lous Sous Vide Fully Cooked Hand Cut Pork Back Ribs In Texas Style Bbq Sauce,$15.99
President's Choice Rotisserie-Style Chicken Wings,$16.99
President's Choice Breaded Chicken Breast Fillets Spicy Buttermilk Medium 17 Pieces Minimum,$17.99
Schneider Texas BBQ Chicken Wings,$12.99
"Butterball Frozen Turkey, 5-7 Kg",$51.00
President's Choice Buttermilk Breaded Chicken Breast Strips,$17.99
President's Choice Club Pack Fully Cooked Buttermilk Chicken Breast Fillets,$33.99
President's Choice Free From Turkey Meatballs,$17.99
President's Choice Crisp & Crunchy Mild Southern-Style Chicken Wings,$31.49
President's Choice Atlantic Salmon Burger,$14.99
"President's Choice Too Good To Be Wings Boneless Chicken Breast Chunks, Butter Buffalo",$15.99
President's Choice Honey Barbecue Pork Back Ribs,$16.99
President's Choice Crisp & Crunchy Spicy Southern-Style Chicken Wings,$16.99
Janes Chicken Breast Fillets,$19.99
President's Choice Jerk Chicken Wings,$16.99
"Butterball Frozen Turkey, 3-5 Kg",$40.00
President's Choice Free From Australian Lamb Shanks,$22.51
Butterball Frozen Stuffed Turkey 7-9 Kg,$67.00
New Zealand Lamb Loin Chops,$13.99
President's Choice Butter-Infused Turkey Crown,$36.99
New Zealand Boneless Lamb Stew Chunks,$27.99
Whole B-Liner,$27.50
High Liner Fish Cakes,$15.99
"Pinty's Young Turkey Heritage Recipe Seasoned With Natural Flavours, 5-7 KG Frozen",$39.22
"President's Choice Candied Salmon, Maple Flavour",$12.99
"BlueWater Seafoods English Style Classic Cut Fillets, Wild Caught Pollock, Frozen, 8 Count",$16.99
New Zealand Lamb Shoulder Blade Chops,$19.99
"BlueWater Seafoods Crunchy Breaded Haddock, Wild Caught Haddock, Frozen, 7 Count, Resealable Bag",$16.99
PC Blue Menu Scottish Haddock Fillets,$12.99
President's Choice Atlantic Salmon Strips Hot Smoked Spicy & Candied,$12.99
"Lamb Leg, Short Cut, Previously Frozen",$45.59
"BlueWater Seafoods Potato Crunch Fish, Wild Caught Pollock, Frozen, 10 Count",$7.99
Haddock Fillet,$28.64
Marina Argentinian Shrimp,$12.49
"High Liner Pan Sear Selects Salmon, Mediterranean",$13.99
Raw Black Tiger Shrimp,$10.89
President's Choice Thai Basil Shrimp Spring Rolls,$9.99
Lous Sous Vide Fully Cooked Pork Back Ribs In Honey & Garlic Bbq Sauce,$15.99
PC Organics Organics Peeled Raw Black Tiger Shrimp,$14.49
President's Choice Angus Beef Meatballs,$17.99
Seaquest Shrimp Ring,$9.99
Butcher's Selection Chinese Pork Tenderloin,$12.99
President's Choice Dry-Rubbed Hardwood-Smoked Chicken Wings,$16.99
"President's Choice Chicken Wings, Crisp & Crunchy Mild Southern-Style",$16.99
Janes Boneless Chicken Bites Buffalo,$20.99
President's Choice Chicken Breast Strips,$15.49
Maple Leaf Mini-Sizzlers Breakfast Sausages,$9.99
Marina Wild Caught Argentinian Shrimp,$12.99
President's Choice Butter-Infused Stuffed Turkey Crown,$40.99
President's Choice Turkey Breast Roast with Traditional Cranberry Stuffing,$17.99
President's Choice Easy Carve Turkey with Traditional Cranberry Stuffing,$56.99
President's Choice Frozen Stuffed Turkey 7-9 Kg,$69.00
President's Choice Free From Rosemary and Garlic Frenched Rack Australian Lamb,$33.63
"High Liner Breaded Haddock Bites, Original, Uncooked",$11.99
"Frozen Grade A Turkey, Whole Over 11 Kg",$105.60
"Pinty's Young Turkey Seasoned with Natural Flavours, Frozen",$40.76
"BlueWater Seafoods Popcorn Shrimp, Tail-Off Shrimp, Breaded with Crunchy Panko Breadcrumbs, Frozen",$7.99
"BlueWater Seafoods Crunchy Breaded Fish Fillets Cut from Whole Fillets, Wild Caught Sole with Crunchy Panko Breadcrumbs, Frozen, 7 Count, Resealable Bag",$16.99
"High Liner Pan Sear Selects Haddock, Traditional",$13.99
"Striped Bass, Whole",$26.50
Frozen Grade A Turkey 5-7 Kg,$52.80
Whitefish Fillet,$19.53
High Liner Oven Crunch Shrimp,$17.99
"BlueWater Seafoods Air Fried Butterfly Shrimp 100% Whole Shrimp, Breaded Tail-On-Shrimp, Frozen",$7.99
"BlueWater Seafoods Breaded Fish Sticks Cut from Real Fish, Wild Caught Fish with Crunchy Panko Breadcrumbs, Frozen, 20 Count",$7.99
"BlueWater Seafoods English Style Haddock, Wild Caught Haddock, Frozen, 7 Count, Resealable Bag",$16.99
"High Liner Pan Sear Selects, Haddock Roasted Garlic",$13.99
President's Choice Haddock & Hops Battered Wild Haddock Fillets,$13.99
President's Choice Everything Seasoned Breaded Chicken Breast Fillets,$15.99
President's Choice Yuzu Citrus Chicken Wings,$16.99
"High Liner Pan Sear Selects Tilapia, Lime Chili",$13.99
Breaded Squid Rings,$10.00
President's Choice Too Good To Be Wings Maple Barbecue Boneless Coated Chicken Breast Chunks,$15.99
PC Blue Menu Angus Burger,$16.99
President's Choice Bacon-Wrapped Wild Sea Scallops,$17.99
"Janes Boneless Chicken Bites, Honey Garlic",$20.99
Pinty's Buffalo Chicken Wings,$22.99
President's Choice Smokin Stampede Pork Back Ribs Frozen,$16.99
President's Choice Raw Shrimp,$11.49
President's Choice Sea Salt and Malt Vinegar Haddock Bites,$9.99
"High Liner Crispy, Breaded, Frozen Haddock Fillets, Uncooked",$13.99
Butterball Boneless Stuffed Turkey Ball Frozen,$26.99
Butterball Boneless White & Dark Meat Turkey Breast Roast,$26.99
President's Choice Free From Australian Lamb Spiedini 24 Skewers,$29.99
Butterball Frozen Turkey 7-9 Kg,$67.00
40 Fathoms Breaded Haddock Fillets,$16.99
Butterball Naturally Inspired Turkey 5-7 Kg,$48.86
"Plain Shrimp Skewer, Previously Frozen",$2.00
Stuffed Tilapia,$20.65
Lightlife Plant-Based Vegan Breakfast Sausage Links,$8.99
Salads of the Sea Smoked Salmon Flavoured Dip,$5.29
"Pinty's Young Turkey Seasoned with Natural Flavours, Frozen",$37.14
"BlueWater Seafoods Beer Battered Haddock, Wild Caught Haddock, Frozen, 7 Count, Resealable Bag",$16.99
President's Choice Breaded Wild Sole Fillets,$12.99
Olivia Lobster Claw & Arms,$11.50
"High Liner English Style Battered Haddock Fillets, Uncooked",$13.99
Frozen Grade A Turkey 9-11 Kg,$88.00
President's Choice Oak Smoked Scottish Atlantic Salmon,$12.99
"Butterball Naturally Inspired Seasoned Turkey, Raised Without Antibiotics, Frozen (7-9Kg)",$53.72
President's Choice Free From Short Cut Leg Australian Lamb,$60.78
"BlueWater Seafoods English Style Fish, Wild Caught Pollock, Frozen, 6 Count",$7.99
"PC Blue Menu Skinless, Boneless Seasoned Chicken Breasts Fillets Removed",$22.49
PC Black Label Wagyu Beef Burgers,$16.99
President's Choice Bang Bang Shrimp,$12.99
Maple Leaf Oktoberfest Dinner Sausage,$9.99
PC Blue Menu Italian Beef Meatballs,$17.99
Premier Seafood Mix,$5.49
PC Organics Organics Zipperback Raw Black Tiger Shrimp,$15.99
"PC Blue Menu Chicken Breast Boneless Skinless, Club Pack",$28.99
President's Choice Honey Garlic Chicken Wings,$16.99
President's Choice Pacific White Shrimp Platter with Mild Cocktail Sauce,$19.99
President's Choice Crispy Shrimp Fine Hors D'Oeuvre Trio,$16.99
Pinty's Chicken Wings Honey & Garlic Flavoured,$22.99
PC Black Label Umami Wagyu Burgers,$16.99
President's Choice Salmon Wellington,$24.99
President's Choice Pei Mussels In Creamy White Wine Sauce,$13.99
Janes Turkey Burgers,$14.49
President's Choice Beer Battered Shrimp,$12.99
President's Choice Smoked Atlantic Salmon,$11.49
President's Choice Seafood Bake Tray Garlic Herb,$16.49
Butterball Homestyle Stuffing,$7.99
President's Choice Scottish Atlantic Salmon Double Smoked,$11.99
Butterball Boneless Turkey Breast Roast,$27.99
Impossible Foods Inc. Plant-based Burger,$11.99
Beyond Meat Beyond Burger Plant-Based,$7.99
President's Choice Holiday Feast Turkey Stuffing Burgers,$15.00
Impossible Foods Inc. Simulated Meat Burger Patties Made From Plants,$9.49
New Zealand Lamb Sausage,$10.49
Lamb Rack Frenched Frozen,$24.48
President's Choice Free From Angus Beef Burger,$16.99
"President's Choice Butter Infused Stuffed Turkey  5-7 Kg, Frozen",$53.00
Que Pasa Tortilla Chips Salted,$4.99
Sensible Portions Veggie Straws-Original,$2.99
No Name Popping Corn,$3.49
Que Pasa Tortilla Chips Blue Corn,$4.99
Made Good Chocolate Chip Granola Bars,$2.99
Sensible Portions Vegetable And Potato Snack Zesty Ranch,$2.99
Que Pasa Unsalted Tortilla Chips,$4.99
Made Good Mixed Berry Granola Bars,$2.99
Orville Original Gourmet Popping Corn,$6.49
Made Good Strawberry Granola Bars,$2.99
Made Good Mornings Chocolate Chip Soft Baked Oat Bars,$5.29
Made Good Mornings Blueberry Soft Baked Oat Bars,$5.29
Kettle Potato Chips Honey Dijon,$4.49
"SkinnyPop Popcorn Skinny Pop Popcorn, Original",$5.49
Sensible Portions Veggie Chips,$2.99
Kettle Potato Chips Sea Salt & Vinegar,$4.49
PC Organics Organic Plant Based Cheddar Baked Corn Puffs,$4.49
"Kernels Popcorn Seasoning, Mmm…White Cheddar",$3.79
Sensible Portions Cream and Onion,$2.99
Kettle Potato Chips Sea Salt,$4.49
"Hardbite Handcrafted-Style Chips, Black Sea Salt",$4.99
Sensible Portions Vegetable And Potato Snack Rosemary & Olive Oil,$2.99
PopCorners Sweet & Salty Kettle Corn Style Flavoured Popped-Corn Chips 142g,$5.99
"Que Pasa Tortilla Chips, Thin & Crispy, Twist of Lime",$4.99
Sensible Portions Cheddar Garden Veg Straws,$2.99
Kind Healthy Grains™ Dark Chocolate Chunk Bar,$5.49
"SkinnyPop Popcorn Skinny Pop Popcorn, White Cheddar",$5.49
Annie's Graham Honey Snacks,$5.49
Neal Brothers Foods Organic Original Corn Chips,$5.49
"Smart Food Delight Popcorn, Sea Salt",$5.49
President's Choice Purple Kernel Popping Corn,$4.79
Ruffles Sea Salt Potato Chips,$6.49
"Kind Minis Nuts, Sea Salt & Dark Chocolate Bar",$10.99
"Skinny Pop Popcorn Pack, White Cheddar",$6.99
SkinnyPop Popcorn Popcorn Sweet & Salty Kettle,$5.49
"Kind bar Nuts, Sea Salt & Dark Chocolate Bars",$19.99
"Hardbite Handcrafted-Style Chips, Rock Salt & Vinegar",$4.99
Tostitos Simply Blue Corn Tortilla Chips,$6.49
PopCorners White Cheddar Flavoured Popped-Corn Chips,$5.99
Neal Brothers Foods Plant-Based Dip Queso,$6.49
"Paqui Tortilla Chips, Nacho Cheese",$5.99
Angie's Boom Chicka Pop Dark Choclate with sea Salt,$3.99
Skinny Pop Microwave Seasalt Popcorn,$8.99
SkinnyPop Popcorn Popcorn Butter Flavoured,$5.49
Kettle Potato Chips Cheddar,$4.49
Jiffy Pop Butter Flavour Popcorn,$3.79
Annie's Annie's Crackers White Cheddar Bunnies,$5.49
SkinnyPop Popcorn Pack Pure Popped Perfection Popcorn 6 Bags,$6.99
Siete Grain Free Taco Shells,$7.99
Kind Breakfast Peanut Butter Bar,$5.99
Kind Healthy Grains™ Peanut Butter Dark Chocolate Bar,$5.49
Clif Energy Bar Blueberry Almond Crisp,$2.49
PC Organics Organics Mild Salsa,$5.49
Que Pasa Taco Shells Yellow Corn Organic,$4.29
Annie's Cheddar Bunnies Crackers,$5.49
PC Organics Organic Jumbo Raisin Snack Pack,$4.79
Organika Fäv Milk Chocolate Peanut Butter Cups,$17.19
Lesser Evil Oh My Ghee! Organic Popcorn,$5.99
Sensible Portions Baked Corn Puffs White Cheddar Flavour,$5.99
"Neal Brothers Foods Organic Salsa, Hot",$6.49
"Lesser Evil Paleo Puffs, No Cheese Cheesiness",$5.99
Siete Sea Salt Tortilla,$6.99
Neal Brothers Foods Organic Mexican Street Corn Chips,$5.49
"SkinnyPop Popcorn Popcorn, Sea Salt & Black Pepper",$5.49
Tostitos Simply Yellow Corn Tortilla Chips 240g,$6.49
Frankie's Organic BBQ,$2.49
"Neal Brothers Foods Organic Salsa, Medium",$6.49
Neal Brothers Foods Tortillas Deep Blue + Flax Organic,$4.99
"Lesser Evil Paleo Puffs, Himalayan Pink Salt",$5.99
"Annie's Organic Cookies, Chocolate",$5.49
"Sensible Portions Veggie Chips, Sour Cream & Onion",$2.99
"Angie's Boom Chicka Pop Popcorn, Sea Salt",$9.99
Kind Minis Almond Caramel & Sea Salt Bar,$10.99
Cheetos Simply Puffs White Cheddar Cheese flavoured snacks 227g,$6.49
Skinny Pop Microwave Butter Popcorn,$8.99
Neal Brothers Foods Tortillas New Classics Organic,$4.99
"PC Organics Bananas, Pineapple & Cranberries Trail Mix",$6.49
Made Good Chocolate Drizzled Crispy Squares Confetti,$2.99
Sensible Portions Garden Veggie Straws Screamin' Hot,$2.99
Made Good Vanilla Crispy Squares,$2.99
Angie's Boom Chicka Pop Holiday White Chocolate Drizzle,$3.99
Kind Breakfast Almond Butter Bar,$5.99
PopCorners Flavoured Popped-Corn Chips Sweet Chili,$5.99
"Hardbite Handcrafted-Style Chips, All Natural",$4.99
Covered Bridge Lela's Chickpea Chips Creamy Dill,$5.49
PC Organics Plant Based Cheddar Jalapeno Baked Corn Puffs,$4.49
"Neal Brothers Foods Original Salsa, Mild",$6.49
"Smart Food Delight Popcorn, White Cheddar",$5.49
"Clif Energy Bar, White Chocolate Macadamia",$13.99
Paqui Very Verde Good Tortilla Chips,$5.99
PC Organics Organics Medium Salsa,$5.49
"Sensible Portions Veggie Chips, Sea Salt",$2.99
Angie's BoomChickaPop Sweet & Salty Kettle Corn,$6.99
Kind Healthy Grains™ Oats & Honey with Toasted Coconut Bar,$5.49
Clif Builders Protein Bar Chocolate Chip Cookie Dough Flavour,$3.29
"Silk Organic Coconut Beverage, Unsweetened, Dairy-Free, Shelf Stable",$3.49
Kiju Organic 100% Pure Apple Juice Boxes,$4.29
"Zevia Zero Sugar Soda, Creamy Root Beer",$8.49
Santa Cruz Organic Pure Lemon Juice,$5.99
Kiju Organic Mango Orange Fruit Juice Blend,$4.29
Kiju Organic Mango Orange Fruit Juice Boxes,$4.29
"Kicking Horse Organic Fairtrade Medium Roast Whole Bean Coffee, Three Sisters",$18.49
"Kicking Horse Organic Fairtrade Medium Roast Ground Coffee, Three Sisters",$11.99
"Kicking Horse Organic Fairtrade Dark Roast Whole Bean Coffee, Kick Ass",$18.49
Kiju Organic Apple Grape Fruit Juice Boxes,$4.29
Kiju Organic 100% Pure Apple Juice,$4.29
"Zevia Zero Sugar Soda, Cola",$8.49
"Zevia Zero Sugar Soda, Ginger Ale",$8.49
"Kicking Horse Organic Fairtrade Dark Roast Whole Bean Coffee, Grizzly Claw",$18.49
Kiju Organic Pomegranate Cherry Fruit Juice Blend,$4.29
"Kicking Horse Organic Fairtrade Dark Roast Whole Bean Coffee, Decaf",$18.49
Remedy Ginger Lemon Kombucha,$9.99
"Kicking Horse Organic Fairtrade Dark Roast Ground Coffee, Kick Ass",$11.99
PC Organics Organic Cranberry,$10.99
PC Organics Peppermint Herbal Tea,$3.99
"Zevia Zero Sugar Soda, Ginger Root Beer",$8.49
"Kicking Horse Organic Fairtrade Dark Roast Ground Coffee, Grizzly Claw",$11.99
Traditional Medicinals Peppermint Organic Wrapped Tea Bags,$5.99
"Earths Own Oat Beverage, Oat Nog",$3.99
"Kicking Horse Organic Fairtrade Dark Roast Whole Bean Coffee, 454 Horse Power",$18.49
Fever Tree Ginger Beer,$6.49
"GT's GTs Classic Synergy Organic & Raw, Divine Grape",$4.49
Remedy Peach Kombucha,$9.99
Traditional Medicinals Roasted Dandelion Root Organic Wrapped Tea Bags,$5.99
Traditional Medicinals Echinacea Plus Elderberry Organic Wrapped Tea Bags,$5.99
PC Organics Organic Apple Juice from Concentrate Unsweetened,$4.49
"Remedy Kombucha, Mango Passion",$9.99
PC Organics Organic Raspberry Hibiscus Kombucha,$3.99
Rise Kombucha Hibiscus & Rose Hips,$4.29
Two Bears Oat Unsweetened,$5.49
Traditional Medicinals Wrapped Tea Bags Nighty Night Original With Passionflower Organic,$5.99
Fever Tree Tonic Water Light,$8.99
Yogi Egyptian Licorice,$5.99
"Kicking Horse Organic Fairtrade Medium Roast Ground Coffee, Lucky Jim",$11.99
Traditional Medicinals Throat Coat Original With Slippery Elm Organic Wrapped Tea Bags,$5.99
Stash Black Tea Christmas Morning,$4.99
Traditional Medicinals Wrapped Tea Bags Ginger Organic,$5.99
Yogi Green Tea Kombucha,$5.99
"Uncle Lees Body Balance Dieter Tea, Lemon Flavour",$8.49
Blume Superfood Latte Powder Mint Cocoa,$29.99
PC Organics Organic Lemonade,$4.49
Traditional Medicinals Green Tea With Toasted Rice Matcha Organic,$5.99
Blume Superfood Nut Nog Latte Blend,$29.99
OneCoffee One Ground Breakfast Blend Coffee,$10.99
"PC Organics Green Tea Blend, Honey & Ginger",$3.99
Traditional Medicinals Everyday Detox Lemon Organic Wrapped Tea Bags,$5.99
PC Organics Organic Ginger Kombucha,$3.99
Fever Tree Tonic Water,$6.99
"Biosteel Sports Drink, White Freeze",$2.99
PC Organics Dark Roast Whole Bean Coffee,$14.99
"Kicking Horse Organic Fairtrade Dark Roast Whole Bean Coffee, Half Ass",$18.49
"Pukka Lemon, Ginger & Manuka Honey tea",$9.99
Rise Kombucha Fresh Ginger,$4.29
Yogi Lemon Ginger,$5.99
"Kicking Horse Organic Fairtrade Dark Roast Ground Coffee, 454 Horse Power",$11.99
Stash Christmas Eve Herbal Tea,$4.99
"Remedy Kombucha, Cherry Plum",$9.99
"Biosteel Sports Drink, Mixed Berries",$2.99
Traditional Medicinals Wrapped Tea Bags Reishi Mushroom With Rooibos & Orange Peel Organic,$5.99
PC Organics Medium Roast Whole Bean Coffee,$13.99
OneCoffee Columbian Coffee,$10.99
Crank Coffee Co. Organic Whole Bean Coffee Dark Roast,$13.99
Traditional Medicinals Raspberry Leaf Organic Wrapped Tea Bags,$5.99
"Knudsen Juice, Black Cherry",$9.49
"Biosteel Sports Drink, Blue Raspberry",$2.99
"Pukka Organic Herbal Tea with Oat Flower, Licorice Root & Valerian",$9.99
Stash Holiday Chai Black Tea,$4.99
Traditional Medicinals Chamomile & Lavender Organic Wrapped Tea Bags,$5.99
Remedy Ginger Beer,$9.99
"Zevia Zero Sugar Soda, Black Cherry",$8.49
"Zevia Zero Sugar Soda, Grape",$8.49
"GT's GTs Classic Synergy Organic & Raw, Trilogy",$4.49
Uncle Lees Green Tea,$5.99
Biosteel Sports Drink Rainbow Twist,$2.99
Traditional Medicinals Chamomile Organic Wrapped Tea Bags,$5.99
PC Organics Organics Dark Roast Single Serve Coffee Pods,$8.99
Traditional Medicinals Ginger Organic Green Tea,$5.99
Blume Superfood Gingerbread Latte Blend,$29.99
"Stash Herbal Tea, Christmas In Paris",$4.99
Traditional Medicinals Ginger Aid Organic Wrapped Tea Bags,$5.99
Zevia Orange,$8.49
PC Organics Green Tea,$3.99
Kicking Horse Organic Whole Bean Coffee Lucky Jim Medium Roast,$18.49
PC Organics Swiss Water® Process Decaffeinated Medium Dark Roast Single Serve Coffee Pods,$8.99
Roar Organic Electrolyte Infusions Strawberry Coconut,$2.99
"Remedy Kombucha, Blood Orange Switchel",$9.99
Traditional Medicinals Smooth Move Original With Senna Organic Wrapped Tea Bags,$5.99
"Kicking Horse Organic Fairtrade Medium Roast Whole Bean Coffee, Cliff Hanger Espresso",$18.49
"Kicking Horse Organic Fairtrade Medium Roast Whole Bean Coffee, Smart Ass",$18.49
Crank Coffee Co. Organic Whole Bean Coffee Medium Dark Roast,$13.99
"Zevia Zero Sugar Soda, Dr. Zevia",$8.49
Chosen Foods Avocado Oil,$16.99
PC Organics Organic Extra Virgin Olive Oil,$8.99
Chosen Foods Avocado Oil Spray,$8.49
